model,trajectory_points,path_length_m,touchdown_error_xy_m,touchdown_error_z_m,duration_s,semantic_risk
ontology_ai,79,3.1215452224836,0.001102119210315988,0.018411133328628648,7.800000000000001,0.3760464790894703
pure_ai_baseline,79,3.1215452224836,0.001102119210315988,0.018411133328628648,7.800000000000001,0.3760464790894703
